Gender,Age,StudyHoursPerWeek,AttendancePercentage,PreviousGrade,SleepHours,Absences,ParentEducation,FamilyIncome,ExtracurricularActivities,InternetAccess,ExamScore,PassFail
Male,21,10.7,40.0,58.4,5.2,3,Associate,67217,No,Yes,37.2,Fail
Male,20,7.4,87.6,67.1,7.9,5,Associate,86517,No,Yes,51.6,Pass
Female,17,16.6,84.2,48.9,6.9,3,Bachelor,72740,Yes,Yes,53.2,Pass
Female,20,18.7,77.3,48.2,9.3,4,Bachelor,119119,No,Yes,52.6,Pass
Female,17,16.7,84.6,86.2,7.4,8,Bachelor,31950,No,Yes,59.5,Pass
Male,21,24.0,88.2,45.4,6.6,5,Associate,90209,Yes,Yes,52.5,Pass
Male,20,14.0,85.6,80.4,6.7,5,Associate,85278,Yes,Yes,52.9,Pass
Female,18,18.0,91.0,41.5,7.0,1,Associate,56488,No,Yes,50.2,Pass
Female,19,7.4,76.9,76.8,5.6,5,Master,54277,Yes,Yes,58.0,Pass
Male,18,11.7,76.6,65.1,6.1,7,Associate,21534,No,Yes,56.0,Pass
Other,16,18.2,65.9,86.5,4.9,7,High School,98221,No,Yes,55.4,Pass
Male,18,19.1,40.0,63.4,5.9,2,Bachelor,89121,Yes,Yes,47.8,Fail
Female,21,12.2,92.5,39.9,7.1,3,Associate,92090,Yes,Yes,43.2,Fail
Female,15,13.6,67.1,65.4,7.4,2,Master,127777,Yes,Yes,58.9,Pass
Female,16,4.9,90.3,70.2,4.6,3,Associate,19634,Yes,Yes,49.4,Fail
Male,20,11.9,73.3,66.2,6.8,7,Bachelor,34908,Yes,No,46.1,Fail
Female,16,19.3,91.7,76.1,7.7,3,High School,98653,No,Yes,56.2,Pass
Male,19,17.5,69.0,60.1,6.8,4,Associate,85258,No,Yes,47.7,Fail
Female,17,17.0,86.9,50.3,6.2,4,Associate,87400,Yes,Yes,55.8,Pass
Male,20,14.3,78.6,54.0,6.5,7,Master,134107,Yes,No,39.0,Fail
Male,22,14.0,71.5,60.8,6.4,1,Doctorate,147468,No,Yes,62.9,Pass
Male,16,10.0,70.9,60.7,6.2,4,Associate,130436,Yes,Yes,47.5,Fail
Female,20,18.2,60.9,100.0,7.2,4,Master,49131,No,Yes,63.0,Pass
Female,20,16.5,78.1,85.6,9.8,5,Bachelor,79760,Yes,Yes,69.8,Pass
Female,20,17.0,85.7,77.6,6.1,1,Doctorate,85370,Yes,Yes,68.7,Pass
Male,17,10.8,97.2,74.2,6.6,1,Master,147841,Yes,Yes,60.6,Pass
Male,22,1.1,68.7,72.2,6.9,2,High School,72470,No,Yes,36.5,Fail
Male,21,20.6,60.3,72.3,6.2,1,Bachelor,137688,No,Yes,61.1,Pass
Male,18,11.1,51.7,70.3,8.3,4,Associate,71283,Yes,Yes,53.3,Pass
Male,20,8.8,58.3,68.6,4.2,2,High School,148263,No,Yes,41.5,Fail
Female,15,18.2,77.6,38.7,6.4,1,High School,31878,No,Yes,50.9,Pass
Male,21,11.6,73.4,62.8,8.0,3,Master,135743,Yes,Yes,56.6,Pass
Female,19,20.4,81.8,64.6,6.6,2,Master,94668,Yes,No,67.3,Pass
Female,17,17.7,58.8,57.5,6.0,2,Bachelor,26203,No,Yes,44.8,Fail
Male,16,18.1,82.8,60.2,7.5,4,Doctorate,28322,Yes,Yes,56.6,Pass
Female,17,5.8,82.0,72.2,8.1,5,Master,94831,Yes,Yes,54.2,Pass
Female,16,21.3,66.2,78.7,7.3,1,High School,53925,No,Yes,56.0,Pass
Male,17,15.6,68.4,72.2,6.0,1,High School,40247,Yes,Yes,61.2,Pass
Female,16,11.8,41.1,78.4,7.5,4,High School,125930,No,Yes,46.6,Fail
Male,20,14.9,91.2,78.6,6.5,5,High School,137496,No,Yes,52.3,Pass
Female,18,3.3,70.2,63.8,7.9,4,High School,95631,No,Yes,41.7,Fail
Female,16,16.5,83.0,75.4,8.8,2,Associate,64335,No,Yes,57.6,Pass
Female,22,7.8,74.2,43.6,4.0,3,Master,106961,Yes,Yes,41.7,Fail
Female,16,5.9,81.7,62.6,7.1,7,Master,52723,No,Yes,47.9,Fail
Male,15,4.9,88.9,61.0,4.9,2,Bachelor,22991,Yes,Yes,51.6,Pass
Female,16,20.7,77.6,89.4,9.9,6,Master,31763,No,Yes,63.3,Pass
Male,15,10.2,83.0,72.7,6.4,9,Associate,62863,No,Yes,44.6,Fail
Female,19,23.2,90.6,49.3,7.9,4,Master,35408,Yes,Yes,64.9,Pass
Male,20,10.8,80.0,76.3,7.0,4,Associate,132177,Yes,Yes,58.9,Pass
Male,15,3.8,67.7,80.7,6.0,2,High School,107767,Yes,Yes,55.7,Pass
Male,18,7.3,61.1,66.7,5.9,3,Master,19011,Yes,Yes,50.3,Pass
Female,21,21.4,75.6,77.7,8.9,4,Associate,56392,No,Yes,54.7,Pass
Female,20,13.1,60.9,35.0,8.1,3,Associate,76990,Yes,Yes,38.0,Fail
Female,15,10.7,85.6,35.0,9.3,2,Associate,96780,No,No,45.3,Fail
Male,20,15.0,40.0,51.5,7.1,1,Bachelor,41536,Yes,Yes,38.4,Fail
Female,22,17.0,65.8,70.1,7.3,4,Doctorate,105746,Yes,Yes,68.4,Pass
Male,20,20.7,82.6,89.5,6.7,3,High School,23585,No,Yes,57.5,Pass
Male,20,22.7,79.9,52.2,6.7,4,Master,75210,No,Yes,59.6,Pass
Female,19,11.8,83.1,56.0,5.7,4,High School,140365,Yes,Yes,43.1,Fail
Male,18,6.0,51.1,69.2,7.1,4,Associate,27775,Yes,Yes,42.6,Fail
Female,17,11.5,84.4,61.1,6.1,4,High School,32099,No,Yes,37.0,Fail
Female,17,15.6,62.6,60.3,7.5,4,Bachelor,120341,Yes,Yes,61.6,Pass
Male,15,8.2,84.3,62.1,7.2,5,High School,59842,Yes,Yes,51.4,Pass
Male,20,8.3,71.1,86.4,7.3,1,Bachelor,75163,No,Yes,61.8,Pass
Male,15,16.1,66.4,83.6,9.0,6,High School,140863,No,Yes,51.3,Pass
Female,19,13.7,78.0,68.3,7.0,2,High School,113608,Yes,Yes,50.1,Pass
Female,19,14.2,86.6,91.2,7.9,2,Bachelor,127478,No,Yes,70.1,Pass
Male,16,9.4,72.1,75.1,9.5,5,High School,73700,No,Yes,43.3,Fail
Male,22,12.6,55.2,84.2,8.6,4,High School,20539,Yes,Yes,53.3,Pass
Male,19,8.5,78.8,56.0,8.4,6,High School,126609,Yes,Yes,39.0,Fail
Female,16,19.3,75.0,58.8,6.6,7,Bachelor,96735,Yes,No,51.3,Pass
Male,18,20.2,75.1,58.7,7.3,3,Bachelor,75824,No,Yes,45.1,Fail
Female,15,2.9,99.0,66.8,5.4,0,High School,30281,Yes,Yes,46.1,Fail
Female,21,8.4,82.8,68.8,7.6,5,High School,27946,Yes,Yes,46.6,Fail
Male,18,5.0,84.6,72.5,7.3,10,Associate,142128,No,Yes,48.6,Fail
Female,19,10.1,40.0,95.6,7.0,9,Associate,142016,Yes,No,45.1,Fail
Male,18,13.5,91.4,78.1,8.2,5,Master,94427,Yes,Yes,70.0,Pass
Female,18,5.3,68.1,60.8,5.6,5,Bachelor,44111,Yes,Yes,53.8,Pass
Female,22,8.5,86.2,68.0,9.0,3,Bachelor,51290,Yes,Yes,56.1,Pass
Male,22,8.0,69.5,89.1,8.1,2,Associate,22837,No,Yes,49.2,Fail
Male,22,15.2,51.8,78.9,6.9,5,Bachelor,29801,Yes,No,57.1,Pass
Male,18,14.4,73.0,88.9,6.8,4,Master,147342,Yes,Yes,57.9,Pass
Male,19,9.7,66.3,61.2,7.6,4,Bachelor,115157,Yes,Yes,45.8,Fail
Male,21,15.1,71.4,58.0,8.8,3,Bachelor,58916,Yes,Yes,46.1,Fail
Male,20,10.7,80.5,58.2,7.1,2,Bachelor,80546,No,Yes,55.9,Pass
Male,18,12.4,,62.4,7.2,3,Bachelor,63474,No,Yes,58.0,Pass
Female,16,24.0,65.4,53.1,7.0,6,Associate,111766,No,Yes,56.3,Pass
Female,19,22.0,90.3,72.1,9.1,8,Bachelor,54388,Yes,Yes,61.2,Pass
Female,18,6.2,96.4,72.4,6.6,2,High School,94167,No,Yes,48.6,Fail
Other,21,19.0,54.8,86.7,7.0,2,Bachelor,113364,Yes,Yes,60.6,Pass
Male,20,18.9,64.1,43.4,8.8,2,Master,92667,No,Yes,43.2,Fail
Female,22,7.1,84.7,54.8,7.2,4,Master,97843,Yes,Yes,59.4,Pass
Male,19,18.9,79.9,79.3,8.4,3,Associate,21709,No,No,74.6,Pass
Male,17,23.2,88.2,70.6,5.9,4,High School,66754,Yes,Yes,57.1,Pass
Female,20,7.3,68.4,68.6,6.8,5,High School,104257,Yes,Yes,49.8,Fail
Male,16,8.5,86.6,85.7,8.8,6,Bachelor,23094,Yes,No,57.7,Pass
Male,18,20.1,88.0,53.9,6.2,5,Master,25472,Yes,Yes,60.7,Pass
Female,21,15.6,68.7,57.8,6.8,5,Bachelor,54131,No,Yes,53.9,Pass
Male,17,17.3,92.0,56.1,7.3,5,High School,102943,No,Yes,44.4,Fail
Female,21,16.0,68.3,39.8,5.8,4,Master,101737,Yes,Yes,45.4,Fail
Male,17,16.3,93.7,69.9,6.5,3,Doctorate,41115,Yes,Yes,73.0,Pass
Male,19,6.0,86.3,60.7,7.1,4,Associate,45961,No,No,46.6,Fail
Male,17,20.3,95.3,57.7,7.1,7,Bachelor,65083,Yes,Yes,60.0,Pass
Female,16,21.0,87.2,55.2,8.5,3,Bachelor,65182,No,Yes,59.6,Pass
Male,16,12.6,61.9,67.8,8.8,5,Bachelor,145987,No,Yes,53.1,Pass
Male,15,13.7,98.0,56.8,6.0,4,Doctorate,20017,No,Yes,63.6,Pass
Female,16,4.8,85.8,71.1,7.1,4,High School,79852,Yes,Yes,54.7,Pass
Male,20,17.1,92.8,74.4,7.8,2,Bachelor,68509,No,Yes,63.0,Pass
Female,17,17.4,55.0,63.9,8.8,4,Bachelor,24531,No,Yes,52.5,Pass
Male,16,13.6,58.5,62.9,7.9,6,Master,62023,No,Yes,48.6,Fail
Female,19,20.7,85.7,70.6,7.3,3,Master,58059,No,Yes,59.6,Pass
Female,21,12.0,46.5,67.6,7.8,4,Doctorate,58023,Yes,Yes,53.5,Pass
Female,22,17.4,85.7,86.6,7.8,7,Associate,22236,No,Yes,59.6,Pass
Male,21,7.9,68.6,72.5,5.9,4,Master,123109,No,Yes,43.4,Fail
Female,15,13.9,88.4,83.3,7.2,4,Associate,144682,Yes,No,63.6,Pass
Male,21,13.0,81.1,76.5,8.8,4,Associate,42941,No,No,57.9,Pass
Female,17,15.4,84.2,49.5,6.8,6,High School,111067,No,Yes,46.8,Fail
Female,15,11.8,55.5,60.2,7.2,5,Master,119349,Yes,Yes,54.2,Pass
Male,17,13.2,96.3,67.3,6.7,2,Doctorate,94629,Yes,Yes,64.9,Pass
Male,19,19.0,96.9,80.2,4.2,1,High School,29651,Yes,Yes,62.6,Pass
Female,15,11.4,76.3,95.0,7.0,5,High School,108380,No,Yes,61.8,Pass
Male,18,4.4,86.3,61.2,7.4,3,Master,67823,Yes,Yes,49.0,Fail
Male,20,24.5,63.1,68.8,6.4,3,Bachelor,57768,Yes,No,52.1,Pass
Male,20,22.3,81.0,79.2,5.6,6,Doctorate,103558,Yes,Yes,70.2,Pass
Female,17,6.2,76.0,67.2,5.9,3,High School,130784,No,Yes,47.5,Fail
Female,21,18.1,53.4,91.0,7.9,2,High School,122389,No,Yes,62.0,Pass
Male,22,11.0,76.8,49.1,9.4,3,Associate,149306,Yes,No,37.1,Fail
Female,22,15.6,79.5,77.5,8.7,2,High School,90370,Yes,Yes,59.7,Pass
Male,18,15.8,68.6,77.4,5.4,7,High School,86743,Yes,Yes,46.6,Fail
Male,15,12.6,77.9,84.1,8.0,3,High School,105009,No,Yes,60.6,Pass
Male,18,9.3,93.3,68.9,6.2,5,High School,128866,No,Yes,56.6,Pass
Male,18,9.9,90.2,80.5,6.3,5,High School,107471,Yes,Yes,59.2,Pass
Other,21,8.5,70.6,64.5,6.4,4,Doctorate,78598,Yes,Yes,52.3,Pass
Female,22,9.0,75.5,56.8,7.8,3,High School,43015,No,No,37.4,Fail
Male,15,13.6,83.6,54.7,8.2,2,Associate,82430,No,Yes,48.6,Fail
Female,19,9.7,89.1,47.8,6.9,3,Master,67185,No,Yes,45.6,Fail
Female,21,18.1,85.2,61.8,6.9,3,Bachelor,80306,Yes,No,55.7,Pass
Male,18,22.9,85.2,72.4,7.6,5,Bachelor,37416,Yes,Yes,60.9,Pass
Male,18,10.5,68.9,65.1,7.7,7,Bachelor,96655,Yes,Yes,43.4,Fail
Other,19,15.4,90.5,70.8,8.4,7,Master,91180,Yes,Yes,63.8,Pass
Male,18,17.0,98.9,85.3,5.5,7,Master,68262,No,Yes,67.4,Pass
Female,18,16.8,84.6,60.8,7.0,5,Bachelor,92189,Yes,Yes,65.3,Pass
Female,18,14.5,76.7,100.0,5.7,4,Master,97952,Yes,Yes,67.6,Pass
Male,20,18.5,54.2,78.6,6.9,6,Associate,71662,Yes,Yes,45.3,Fail
Female,21,16.9,81.1,65.2,6.7,2,High School,70191,Yes,Yes,60.0,Pass
Female,16,6.6,52.6,64.9,6.9,4,Master,101176,No,No,47.3,Fail
Female,21,,81.0,53.9,6.0,4,Associate,79353,Yes,Yes,58.9,Pass
Female,19,19.3,55.1,67.6,5.2,3,Master,119544,Yes,Yes,64.4,Pass
Female,18,9.4,91.9,37.7,4.5,2,High School,61671,Yes,No,47.7,Fail
Female,21,14.2,57.7,85.6,6.8,3,Associate,61388,No,No,47.0,Fail
Female,20,18.1,80.8,35.0,6.5,7,Master,101944,Yes,No,52.6,Pass
Female,22,12.7,84.0,68.6,6.2,1,High School,78690,Yes,Yes,54.3,Pass
Other,19,20.4,53.4,52.0,8.6,0,Master,65165,No,Yes,56.9,Pass
Female,17,,74.5,58.2,6.0,5,Doctorate,49247,No,Yes,61.8,Pass
Female,21,9.3,98.0,60.0,8.7,4,Master,137645,Yes,Yes,54.0,Pass
Male,17,5.7,53.8,95.0,8.9,6,Bachelor,46821,No,Yes,59.1,Pass
Female,18,15.8,65.9,52.6,4.7,2,Bachelor,126659,No,Yes,45.4,Fail
Male,20,18.3,77.9,80.8,7.1,3,Master,89744,Yes,No,73.1,Pass
Male,20,12.6,72.1,84.2,6.5,4,Bachelor,135441,Yes,Yes,56.8,Pass
Female,21,22.7,95.0,35.3,4.0,1,Bachelor,130045,Yes,No,47.0,Fail
Female,19,6.0,87.9,59.4,5.3,1,Doctorate,29263,No,Yes,51.1,Pass
Male,19,18.2,81.5,88.8,7.9,4,Bachelor,74480,Yes,Yes,75.4,Pass
Male,20,10.4,48.3,49.6,9.4,3,Doctorate,144926,No,Yes,37.7,Fail
Female,19,24.3,79.0,84.8,8.1,5,High School,136055,No,Yes,66.3,Pass
Male,20,26.0,86.6,67.7,7.4,4,High School,59128,No,Yes,67.8,Pass
Female,21,9.4,78.7,67.1,7.0,7,Associate,105498,Yes,Yes,49.2,Fail
Other,16,10.7,66.2,69.0,9.0,3,Associate,60563,No,Yes,48.1,Fail
Female,20,19.2,78.3,72.8,9.6,1,Bachelor,35414,No,Yes,62.9,Pass
Male,17,11.7,78.0,54.6,6.3,6,High School,140452,No,Yes,36.7,Fail
Male,19,13.7,63.0,64.4,4.6,1,Doctorate,93462,Yes,Yes,71.0,Pass
Male,20,14.2,89.1,73.2,4.5,2,Associate,123209,Yes,Yes,63.1,Pass
Male,20,2.5,68.1,70.5,8.6,1,Associate,55210,Yes,Yes,44.7,Fail
Female,21,13.9,80.4,72.9,6.9,4,High School,148768,No,Yes,48.3,Fail
Female,19,9.9,64.5,57.9,7.2,2,Bachelor,21667,No,Yes,48.2,Fail
Female,16,11.0,93.2,76.9,4.9,5,High School,145710,No,Yes,46.5,Fail
Female,21,22.7,64.3,69.8,6.1,3,High School,35660,Yes,Yes,48.5,Fail
Male,16,6.5,59.2,45.9,6.6,4,Bachelor,90089,No,Yes,39.6,Fail
Female,22,18.9,70.6,60.6,7.2,6,High School,100462,No,Yes,52.3,Pass
Female,21,12.3,64.7,55.5,6.5,3,High School,112148,Yes,Yes,50.2,Pass
Male,19,12.3,92.5,55.3,5.8,2,Bachelor,51351,No,Yes,52.5,Pass
Male,15,18.7,66.0,61.3,6.1,3,High School,139359,No,Yes,46.9,Fail
Male,19,,96.6,76.6,8.4,4,Associate,92674,No,Yes,61.2,Pass
Other,19,17.4,74.8,59.2,7.3,3,High School,54241,No,Yes,54.2,Pass
Female,16,19.8,86.6,71.2,7.7,4,Associate,110983,Yes,Yes,55.4,Pass
Female,16,12.0,69.5,68.9,5.9,4,Bachelor,120299,Yes,Yes,50.2,Pass
Male,19,10.3,91.9,57.1,4.0,3,High School,120839,No,Yes,44.7,Fail
Male,19,7.5,84.5,63.2,6.4,2,Master,56639,No,Yes,52.4,Pass
Female,19,9.0,68.9,80.1,6.0,5,Master,82036,Yes,Yes,57.2,Pass
Male,16,31.7,95.7,70.1,7.4,6,High School,103223,Yes,Yes,65.8,Pass
Female,19,21.5,71.4,75.7,10.0,5,Doctorate,85983,No,Yes,67.7,Pass
Female,19,5.9,72.6,85.8,7.8,4,High School,144164,Yes,No,42.4,Fail
Male,22,6.1,84.2,74.1,10.0,2,High School,92944,No,Yes,44.4,Fail
Male,18,16.9,72.1,41.1,7.7,4,High School,140427,Yes,Yes,41.1,Fail
Male,15,17.3,53.5,71.8,6.2,5,Associate,35674,Yes,Yes,56.3,Pass
Female,17,17.3,96.7,59.3,7.4,1,Bachelor,30413,Yes,Yes,59.2,Pass
Male,15,12.5,63.9,93.3,9.1,5,Associate,72986,Yes,Yes,60.3,Pass
Female,18,13.2,59.2,73.6,9.2,1,Master,41071,No,Yes,57.9,Pass
Female,17,16.0,86.8,59.6,6.3,1,Bachelor,92229,Yes,Yes,60.8,Pass
Male,21,14.5,80.2,75.9,7.3,3,Associate,140116,Yes,Yes,67.5,Pass
Male,19,1.0,77.9,69.3,5.3,4,Bachelor,100306,Yes,Yes,53.1,Pass
Male,18,12.6,83.3,43.9,8.0,6,Master,146345,No,Yes,52.0,Pass
Male,22,8.9,91.9,80.1,8.9,1,High School,85542,Yes,Yes,60.2,Pass
Male,21,15.1,85.4,62.3,7.0,3,Associate,23213,Yes,Yes,63.5,Pass
Male,19,31.9,50.3,87.9,6.2,3,Associate,81815,No,Yes,63.9,Pass
Female,16,16.2,46.2,66.3,7.4,5,Associate,81948,No,Yes,35.7,Fail
Female,20,12.1,90.3,88.2,7.5,8,Associate,93066,No,Yes,70.1,Pass
Female,18,19.5,99.5,73.9,7.1,1,Associate,65128,Yes,Yes,67.5,Pass
Female,16,16.9,87.1,81.6,7.2,4,Bachelor,67504,Yes,Yes,68.2,Pass
Male,18,16.5,73.7,61.1,6.8,1,Bachelor,88500,Yes,No,49.2,Fail
Male,22,17.6,80.7,72.9,8.2,2,Bachelor,70340,No,Yes,71.6,Pass
Female,18,26.3,76.5,43.8,7.9,1,High School,147222,Yes,Yes,50.0,Pass
Female,16,7.2,82.9,66.2,5.8,3,Associate,52070,Yes,Yes,50.1,Pass
Male,22,16.8,84.4,47.2,5.8,3,Associate,91285,No,Yes,40.3,Fail
Female,17,8.4,78.3,52.0,6.7,6,Associate,141405,No,Yes,43.6,Fail
Male,15,17.3,77.0,55.5,7.9,2,Master,36262,No,Yes,54.1,Pass
Male,19,8.5,89.7,77.2,7.2,4,Associate,120409,Yes,Yes,50.2,Pass
Female,18,11.5,72.1,65.9,6.2,5,High School,53587,No,Yes,45.3,Fail
Male,19,12.2,72.8,68.4,7.3,5,Associate,146595,No,Yes,50.1,Pass
Male,20,19.9,87.3,65.6,6.6,7,Master,73131,No,Yes,56.7,Pass
Female,16,19.5,91.4,83.1,8.1,7,Bachelor,111019,Yes,Yes,57.3,Pass
Male,19,6.5,89.5,68.1,7.4,7,Associate,60018,No,Yes,49.8,Fail
Male,16,14.3,84.3,71.5,6.6,4,High School,135177,No,Yes,46.4,Fail
Female,19,9.7,86.2,60.0,7.3,0,Associate,103184,No,Yes,56.5,Pass
Male,15,6.4,70.2,84.1,8.6,1,Bachelor,115292,No,Yes,54.4,Pass
Male,15,12.7,59.3,85.1,6.3,3,Doctorate,62561,No,Yes,64.6,Pass
Male,22,12.1,45.4,67.5,7.5,2,Bachelor,134981,Yes,Yes,51.0,Pass
Male,15,28.6,88.3,59.8,6.9,4,Bachelor,51779,Yes,No,61.8,Pass
Male,22,16.6,80.8,45.4,7.5,7,Associate,113909,Yes,Yes,53.5,Pass
Male,15,5.7,72.3,55.8,6.2,7,Associate,135715,Yes,Yes,38.3,Fail
Male,15,10.6,85.7,37.7,7.1,7,Master,118477,No,Yes,37.5,Fail
Male,15,20.1,64.9,55.3,8.3,2,Associate,119688,Yes,Yes,56.4,Pass
Male,16,26.5,91.5,73.0,5.9,5,Doctorate,135016,No,Yes,61.7,Pass
Male,18,4.5,40.0,67.3,5.4,9,Associate,149869,No,Yes,29.9,Fail
Male,22,2.7,70.5,100.0,5.5,1,High School,65754,Yes,Yes,50.3,Pass
Female,19,25.2,97.6,62.8,5.6,1,Bachelor,71639,Yes,Yes,73.1,Pass
Male,15,16.3,61.7,61.7,7.7,1,High School,30669,Yes,Yes,46.6,Fail
Male,16,8.8,97.5,82.9,5.3,2,High School,147239,Yes,Yes,57.1,Pass
Female,16,17.2,57.1,41.0,6.6,1,Associate,102509,Yes,Yes,38.9,Fail
Male,16,1.0,66.8,47.3,7.7,6,Bachelor,46787,Yes,Yes,37.3,Fail
Female,22,14.0,71.1,77.3,7.5,2,Associate,42051,Yes,Yes,58.1,Pass
Female,18,16.0,90.2,65.3,6.5,6,High School,68615,Yes,Yes,58.2,Pass
Male,22,19.5,73.5,65.6,7.2,9,Bachelor,137123,No,Yes,44.9,Fail
Female,19,,53.4,54.9,7.1,4,Associate,146814,No,Yes,36.1,Fail
Male,18,14.5,94.2,71.4,6.7,1,Master,35945,Yes,Yes,73.4,Pass
Male,17,8.4,85.4,56.7,6.7,4,Associate,132135,No,Yes,51.8,Pass
Male,21,15.5,83.8,69.0,9.7,2,Bachelor,100494,No,Yes,56.1,Pass
Female,16,8.6,82.7,51.8,8.0,7,High School,71168,No,No,37.4,Fail
Female,22,11.6,92.8,65.4,10.0,5,Bachelor,94086,No,Yes,65.6,Pass
Male,17,,40.0,96.3,6.4,7,Bachelor,139915,Yes,Yes,47.1,Fail
Other,20,17.9,81.7,62.1,6.9,5,Master,87560,Yes,Yes,49.6,Fail
Male,22,19.2,93.1,66.2,5.4,5,High School,49772,Yes,No,51.3,Pass
Female,15,12.6,74.2,65.2,6.0,7,Associate,85656,Yes,Yes,49.3,Fail
Male,21,14.2,68.9,70.4,9.3,3,Bachelor,113625,Yes,Yes,54.2,Pass
Male,15,5.3,79.9,74.6,6.4,3,High School,104884,Yes,Yes,56.5,Pass
Male,18,12.2,52.6,71.6,9.3,6,Associate,135129,Yes,Yes,50.7,Pass
Female,21,13.7,67.2,71.9,5.5,3,Master,36904,No,Yes,52.1,Pass
Male,22,29.7,95.8,65.5,5.7,6,Associate,104328,No,Yes,58.7,Pass
Male,19,7.3,82.7,69.4,6.6,4,Doctorate,98195,No,Yes,52.0,Pass
Male,17,22.8,57.6,65.0,6.9,6,High School,84500,Yes,Yes,55.2,Pass
Female,19,20.0,62.5,42.6,8.1,5,Bachelor,52902,Yes,Yes,45.7,Fail
Male,22,15.7,86.6,100.0,7.5,7,Bachelor,71606,Yes,Yes,63.0,Pass
Male,18,24.6,92.3,78.2,6.5,5,Associate,141574,Yes,Yes,71.3,Pass
Female,15,16.2,74.3,54.3,6.8,4,Doctorate,53571,No,Yes,52.3,Pass
Male,21,16.3,83.3,71.2,6.6,7,High School,87447,No,Yes,44.3,Fail
Male,19,13.7,86.9,49.2,5.9,3,Master,94752,Yes,No,60.1,Pass
Female,22,21.3,94.0,61.1,5.9,2,Bachelor,105157,No,Yes,63.2,Pass
Female,19,20.6,78.9,47.3,8.2,4,High School,75203,Yes,Yes,50.6,Pass
Male,22,10.2,97.5,67.3,4.8,6,Master,75805,Yes,Yes,57.2,Pass
Female,15,6.1,89.8,45.9,8.9,5,Associate,90649,Yes,Yes,44.3,Fail
Male,21,12.8,56.4,73.4,6.6,2,Master,148294,No,Yes,52.8,Pass
Female,17,9.2,84.6,77.6,6.1,1,Associate,58910,Yes,Yes,57.9,Pass
Male,15,13.6,90.5,56.4,7.9,3,Master,42992,Yes,Yes,55.8,Pass
Female,19,21.4,83.3,70.3,8.8,8,Bachelor,105521,Yes,Yes,60.4,Pass
Male,17,11.3,74.6,55.7,8.3,7,High School,73448,Yes,Yes,41.9,Fail
Male,22,13.7,43.1,75.2,7.6,3,Bachelor,87903,Yes,Yes,54.4,Pass
Male,17,14.3,74.2,58.4,8.3,4,High School,28786,No,Yes,46.7,Fail
Male,22,19.1,74.6,79.0,4.9,3,Associate,129316,Yes,Yes,57.4,Pass
Female,15,1.0,83.1,42.6,6.4,0,High School,60706,Yes,Yes,40.7,Fail
